Lat,Lon,Title,Continent,Country,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Year
58.7693101,-94.1736843,Churchill,North America,Canada,79.7,117.7,177.8,198.2,197,243,281.7,225.9,112,58.1,55.3,53.1,1799.5
53.535411,-113.507996,Edmonton,North America,Canada,100.8,121.7,176.3,244.2,279.9,285.9,307.5,282.3,192.7,170.8,98.4,84.5,2344.8
63.7577822,-68.5587568,Iqaluit,North America,Canada,32.4,94,172.2,216.5,180.5,200.2,236.8,156.8,87.9,51.4,35.6,12.6,1476.8
45.4972159,-73.6103642,Montreal,North America,Canada,101,128,164,178,229,240,272,246,182,144,84,84,2051
43.653963,-79.387207,Toronto,North America,Canada,85.9,111.3,161,180,227.7,259.6,279.6,245.6,194.4,154.3,88.9,78.1,2066.4
49.2608724,-123.1139529,Vancouver,North America,Canada,60.1,91,134.8,185,222.5,226.9,289.8,277.1,212.8,120.7,60.4,56.5,1937.6
60.721571,-135.054932,Whitehorse,North America,Canada,43.8,105.5,163.2,238.5,251.1,266.7,247.6,226.5,132.7,84.9,39.8,26.8,1827.1
49.8955367,-97.1384584,Winnipeg,North America,Canada,114.7,133.9,181.9,241.4,285.3,276.3,308.3,281.4,189,147.4,93.9,99.5,2352.9
-16.4955455,-68.1336229,La Paz,North America,Mexico,200,234,271,292,332,322,287,258,257,272,233,190,3148
19.4326296,-99.1331785,Mexico City,North America,Mexico,240,234,268,232,225,183,176,176,157,194,232,236,2555
25.6802019,-100.3152586,Monterrey,North America,Mexico,142,154,195,193,192,206,249,242,200,170,163,133,2239
18.0018152,-92.9330401,Villahermosa,North America,Mexico,168,185,252,215,278,217,252,245,167,150,170,144,2443
35.0841034,-106.6509851,Albuquerque,North America,United States,234.2,225.3,270.2,304.6,347.4,359.3,335,314.2,286.7,281.4,233.8,223.3,3415.4
61.2163129,-149.8948523,Anchorage,North America,United States,82.9,120.5,195.8,235.3,288.7,274.7,250.1,203.9,159.8,117.1,80.6,51.8,2061.2
43.9532381,-90.1218405,Juneau,North America,United States,80.9,89.2,137.3,182.3,231.7,189.3,182.9,161.6,109.6,66.2,58.5,41.2,1530.7
33.7490987,-84.3901849,Atlanta,North America,United States,164,171.7,220.5,261.2,288.6,284.8,273.8,258.6,227.5,238.5,185.1,164,2738.3
30.2711286,-97.7436995,Austin,North America,United States,163.8,169.3,205.9,205.8,227.1,285.5,317.2,297.9,233.8,215.6,168.3,153.5,2643.7
39.2908816,-76.610759,Baltimore,North America,United States,155.4,164,215,230.7,254.5,277.3,290.1,264.4,221.8,205.5,158.5,144.5,2581.7
43.6166163,-116.200886,Boise,North America,United States,109.3,151.9,238.6,281.4,335.5,351.6,399.8,358.8,303.6,238.1,119.6,105.2,2993.4
42.3602534,-71.0582912,Boston,North America,United States,163.4,168.4,213.7,227.2,267.3,286.5,300.9,277.3,237.1,206.3,143.2,142.3,2633.6
35.2271986,-80.843083,Charlotte,North America,United States,173.3,180.3,234.8,269.6,292.1,289.2,290,272.9,241.4,230.5,178.4,168.5,2821
41.8755616,-87.6244212,Chicago,North America,United States,135.8,136.2,187,215.3,281.9,311.4,318.4,283,226.6,193.2,113.3,106.3,2508.4
41.5051613,-81.6934446,Cleveland,North America,United States,101,122.3,167,216,263.6,294.6,307.2,262.2,219,169.5,89.8,67.8,2280
39.9622601,-83.0007065,Columbus,North America,United States,110.6,126.3,162,201.8,243.4,258.1,260.9,235.9,212,183.1,104.2,84.3,2182.6
32.7762719,-96.7968559,Dallas,North America,United States,183.5,178.3,227.7,236,258.4,297.8,332.4,304.5,246.2,228.1,183.8,173,2849.7
39.7392364,-104.9848623,Denver,North America,United States,215.3,211.1,255.6,276.2,290,315.3,325,306.4,272.3,249.2,194.3,195.9,3106.6
42.3315509,-83.0466403,Detroit,North America,United States,119.9,138.3,184.9,217,275.9,301.8,317,283.5,227.6,176,106.3,87.7,2435.9
31.7754152,-106.4646348,El Paso,North America,United States,254.5,263,326,348,384.7,384.1,360.2,335.4,304.1,298.6,257.6,246.3,3762.5
36.7394421,-119.7848307,Fresno,North America,United States,141.5,196.9,286.2,335.5,398.9,412.2,428.2,399.6,345.9,302.3,189.9,127.1,3564.2
21.304547,-157.8556764,Honolulu,North America,United States,213.5,212.7,259.2,251.8,280.6,286.1,306.2,303.1,278.8,244,200.4,199.5,3035.9
29.7589382,-95.3676974,Houston,North America,United States,143.4,155,192.5,209.8,249.2,281.3,293.9,270.5,236.5,228.8,168.3,148.7,2577.9
39.7683331,-86.1583502,Indianapolis,North America,United States,132.1,145.7,178.3,214.8,264.7,287.2,295.2,273.7,232.6,196.6,117.1,102.4,2440.4
30.3321838,-81.655651,Jacksonville,North America,United States,189.4,193.8,257.9,286.4,303.9,283.6,282,262.4,228.2,214.6,193.9,183.6,2879.7
39.100105,-94.5781416,Kansas City,North America,United States,183.7,174.3,223.9,257.8,285,305.5,329.3,293.9,240.5,213.6,155.3,147.1,2809.9
36.1672559,-115.1485163,Las Vegas,North America,United States,245.2,246.7,314.6,346.1,388.1,401.7,390.9,368.5,337.1,304.4,246,236,3825.3
34.0536909,-118.2427666,Los Angeles,North America,United States,225.3,222.5,267,303.5,276.2,275.8,364.1,349.5,278.5,255.1,217.3,219.4,3254.2
38.2542376,-85.759407,Louisville,North America,United States,140.5,148.9,188.6,221.1,263.4,288.9,293.6,272.6,234.3,208.5,135.7,118.3,2514.4
35.1490215,-90.0516285,Memphis,North America,United States,166.6,173.8,215.3,254.6,301.5,320.6,326.9,307,251.2,245.9,173,151.9,2888.3
25.7742658,-80.1936589,Miami,North America,United States,219.8,216.9,277.2,293.8,301.3,288.7,308.7,288.3,262.2,260.2,220.8,216.1,3154
43.0349931,-87.922497,Milwaukee,North America,United States,140.2,151.5,185.4,213.5,275.5,304.5,321.1,281.2,215.1,178,112.8,104.8,2483.6
44.9772995,-93.2654692,Minneapolis,North America,United States,156.7,178.3,217.5,242.1,295.2,321.9,350.5,307.2,233.2,181,112.8,114.3,2710.7
36.1622296,-86.7743531,Nashville,North America,United States,139.6,145.2,191.3,231.5,261.8,277.7,279,262.1,226.4,216.8,148.1,130.6,2510.1
29.9499323,-90.0701156,New Orleans,North America,United States,153,161.5,219.4,251.9,278.9,274.3,257.1,251.9,228.7,242.6,171.8,157.8,2648.9
40.7127281,-74.0060152,New York,North America,United States,162.7,163.1,212.5,225.6,256.6,257.3,268.2,268.2,219.3,211.2,151,139,2534.7
35.4729886,-97.5170536,Oklahoma City,North America,United States,200.8,189.7,244.2,271.3,295.2,326.1,356.6,329.3,263.7,245.1,186.5,180.9,3089.4
41.2587459,-95.9383758,Omaha,North America,United States,167.8,157.6,206.4,230.1,277.1,314,332.5,296.3,245.5,217.5,148,134.1,2726.9
39.9527237,-75.1635262,Philadelphia,North America,United States,155.7,154.7,202.8,217,245.1,271.2,275.6,260.1,219.3,204.5,154.7,137.7,2498.4
33.4484367,-112.0741417,Phoenix,North America,United States,256,257.2,318.4,353.6,401,407.8,378.5,360.8,328.6,308.9,256,244.8,3871.6
40.4416941,-79.9900861,Pittsburgh,North America,United States,93.9,108.5,155.4,182.8,217.4,242.2,254.9,228.4,196.7,167.3,99.4,74.4,2021.3
45.5202471,-122.6741949,Portland,North America,United States,85.6,116.4,191.1,221.1,276.1,290.2,331.9,298.1,235.7,151.7,79.3,63.7,2340.9
35.7803977,-78.6390989,Raleigh,North America,United States,163.8,173.1,228.9,250.7,258.4,267.7,259.5,239.6,217.6,215.4,174,157.6,2606.3
37.5385087,-77.43428,Richmond,North America,United States,172.5,179.7,233.3,261.6,288,306.4,301.4,278.9,237.9,222.8,183.5,163,2829
38.5815719,-121.4943996,Sacramento,North America,United States,145.5,201.3,278,329.6,406.3,419.5,440.2,406.9,347.8,296.7,194.9,141.1,3607.8
40.7596198,-111.8867975,Salt Lake City,North America,United States,127.4,163.1,241.9,269.1,321.7,360.5,380.5,352.5,301.1,248.1,150.4,113.1,3029.4
29.4246002,-98.4951405,San Antonio,North America,United States,159.4,169.7,215.5,209.7,221.8,275.9,308.8,293.9,234.9,218,171.9,149.7,2629.2
32.7174209,-117.1627714,San Diego,North America,United States,239.3,227.4,261,276.2,250.5,242.4,304.7,295,253.3,243.4,230.1,231.3,3054.6
37.7790262,-122.4199061,San Francisco,North America,United States,185.9,207.7,269.1,309.3,325.1,311.4,313.3,287.4,271.4,247.1,173.4,160.6,3061.7
47.6038321,-122.3300624,Seattle,North America,United States,69.8,108.8,178.4,207.3,253.7,268.4,312,281.4,221.7,142.6,72.7,52.9,2169.7
38.6268039,-90.1994097,St. Louis,North America,United States,161.2,158.3,198.3,223.5,266.5,291.9,308.9,269.8,236.1,208.4,140.9,129.9,2593.7
27.9477595,-82.458444,Tampa,North America,United States,199.9,202.7,267.5,299.1,314.5,277.8,265.3,249.5,223,233.9,201.7,191.6,2926.5
32.2228765,-110.9748477,Tucson,North America,United States,259.9,258.2,320.7,357.2,400.8,396.9,342.7,335.6,316.4,307.4,264.4,245.8,3806
36.1556805,-95.9929113,Tulsa,North America,United States,175.8,171.7,219.6,244.4,266.7,294.8,334.7,305.3,232.5,218.6,161.1,160.8,2786
36.8529841,-75.9774183,Virginia Beach,North America,United States,171.5,175.2,229.3,252.8,271.7,280.1,278.3,260.4,231.4,208.3,175.7,160.4,2695.1
38.8948932,-77.0365529,Washington,North America,United States,144.6,151.8,204,228.2,260.5,283.2,280.5,263.1,225,203.6,150.2,133,2527.7
37.6922361,-97.3375448,Wichita,North America,United States,190.9,186.4,230.4,257.8,289.8,305,342.1,309.2,245.6,226.3,170.2,168.7,2922.4
32.665135,-114.4760316,Yuma,North America,United States,268.4,270.8,335.5,365.5,407.4,415.4,392.6,375.6,341.7,319.6,270.1,252.7,4015.3
15.7833743,-86.7917749,La Ceiba,North America,Honduras,170.5,192.1,217,234,213.9,192,201.5,217,174,151.9,144,151.9,2259.8
12.1461244,-86.273717,Managua,North America,Nicaragua,263.5,254.2,291.4,276,229.4,186,151.9,195.3,210,223.2,231,248,2759.9
8.9714493,-79.5341802,Panama City,North America,Panama,228.9,245.2,183.9,173.1,108.5,116.3,106.1,118.1,99.2,103.9,139.8,120.5,1743.5
18.465299,-66.116666,San Juan,North America,Puerto Rico,118.9,200.2,288.9,153.1,214.5,310.3,302.1,268.1,212.2,222.9,139.8,120.5,2700.5
13.6989939,-89.1914249,San Salvador,North America,El Salvador,301,277,294,243,220,174,239,257,180,211,267,294,2957
48.3832725,7.4718731,Saint-Pierre,North America,Saint Pierre and Miquelon,49.6,70.2,115.5,131.9,165.8,172.6,164.8,173.5,156.1,119,63,45.4,1427.3
-34.6075682,-58.4370894,Buenos Aires,South America,Argentina,279,240.8,229,220,173.6,132,142.6,173.6,189,227,252,266.6,2525.2
-54.8069332,-68.3073246,Ushuaia,South America,Argentina,180.2,150.4,124.9,92.7,78,50.3,35,58.3,87.6,113,140,170.8,1281.2
-34.7871961,-68.4380712,Mendoza,South America,Argentina,297.6,257.6,235.6,219,195.3,168,182.9,229.4,225,282.1,294,285.2,2871.7
-34.9206797,-57.9537638,La Plata,South America,Argentina,251.1,229.6,210.8,186,155,120,127.1,161.2,171,207.7,225,238.7,2283.2
-16.4955455,-68.1336229,La Paz,South America,Bolivia,182.9,152.6,148.8,165,222.7,240,235.6,217,189,179.8,171,186,2288.9
-23.5506507,-46.6333824,São Paulo,South America,Brazil,170.6,162.2,167.1,165.8,182.3,172.6,187.1,175.3,152.6,153.9,163,150.8,2003.3
-10.3333333,-53.2,Brasília,South America,Brazil,154.4,157.5,180.9,201.1,234.3,253.4,266.5,262.9,203.2,168.2,142.5,138.1,2363.3
-22.9110137,-43.2093727,Rio de Janeiro,South America,Brazil,211.9,201.3,206.4,181,186.3,175.1,188.6,184.8,146.2,152.1,168.5,179.6,2181.1
-3.7304512,-38.5217989,Fortaleza,South America,Brazil,225.2,182.3,150,157.1,208.4,238.7,268.3,295.9,281.6,291.4,282.2,262.3,2843.4
-3.1316333,-59.9825041,Manaus,South America,Brazil,114.3,87.7,98.5,111.9,148.6,184.8,214.2,225,200.5,171.2,140.9,130.9,1828.5
-25.4295963,-49.2712724,Curitiba,South America,Brazil,184.4,160.8,172,164.2,178.3,160.2,173.4,175.4,134.1,155.5,177,170.9,2006.2
4.59808,-74.0760439,Bogotá,South America,Colombia,156,128,107,88,83,94,114,117,109,96,103,138,1328
10.9799669,-74.8013085,Barranquilla,South America,Colombia,283,245,241,211,187,194,217,208,166,167,191,252,2561
6.2443382,-75.573553,Medellín,South America,Colombia,175.5,149,154.2,127.9,138.9,173,203.2,191.6,153.4,132.9,136.4,156.2,1892.2
3.4517923,-76.5324943,Cali,South America,Colombia,183,155.8,166.5,139,147.1,153.1,189.9,175.1,157.4,151.1,153.8,170.1,1941.9
40.1766024,-4.8498756,Buenaventura,South America,Colombia,87,87,96,105,99,99,115,124,93,99,87,87,1178
35.3555075,133.8678525,Totoró,South America,Colombia,73,58,53,48,60,47,49,52,50,43,47,57,637
9.8694792,-83.7980749,Santiago,South America,Chile,362.7,302.3,272.8,201,155,120,145.7,161.2,186,248,306,347.2,2807.9
-23.6463741,-70.3980033,Antofagasta,South America,Chile,319.3,291,294.5,252,229.4,207,204.6,213.9,219,260.4,276,310,3077.1
-39.8141965,-73.2458525,Valdivia,South America,Chile,257.3,228.8,204.6,123,68.2,45,65.1,89.9,111,127.1,189,207.7,1716.7
-41.4718121,-72.939621,Puerto Montt,South America,Chile,226.3,211.9,167.4,123,80.6,60,74.4,102.3,129,155,171,213.9,1714.8
-22.4623917,-68.9272181,Calama,South America,Chile,353.4,305.1,319.3,312,306.9,297,310,316.2,321,356.5,363,365.8,3926.2
-0.2201641,-78.5123274,Quito,South America,Ecuador,197,140,122,136,164,189,249,256,196,177,197,215,2238
-2.1899066,-79.887726,Guayaquil,South America,Ecuador,102.3,101.7,139.5,150,167.4,123,127.1,133.3,144,136.4,120,136.4,1581.1
-51.6950575,-57.8491693,Stanley,South America,Falkland Islands,198,161,169,115,77,57,69,90,128,189,200,198,1651
4.9371143,-52.3258307,Cayenne,South America,French Guiana,94.3,89.9,119,118.1,118.8,148.6,196.5,229.8,255.2,251.1,217.3,137.5,1976
-25.2800459,-57.6343814,Asunción,South America,Paraguay,276,169,246,254,228,205,165,195,223,204,242,295,2803
-16.3988667,-71.5369607,Arequipa,South America,Peru,223.2,189.3,244.9,294,288.3,291,291.4,310,297,303.8,309,291.4,3333.3
-12.0621065,-77.0365256,Lima,South America,Peru,179.1,169,139.2,184,116.4,50.6,28.6,32.3,37.3,65.3,89,139.2,1230
-3.749365,-73.2444145,Iquitos,South America,Peru,137.2,97.1,105.8,97.4,110.3,113.7,140.8,154.7,139,131.8,124.2,124.6,1476.7
-34.9059039,-56.1913569,Montevideo,South America,Uruguay,294.9,230.6,222.8,179.6,164.2,129.7,139.7,164.4,182.3,239,248.9,285.3,2481.4
10.506098,-66.9146017,Caracas,South America,Venezuela,229.4,217.5,235.6,183,182.9,183,210.8,217,213,210.8,210,213.9,2506.9
10.6499149,-71.6396282,Maracaibo,South America,Venezuela,300,279,286,257,243,253,301,279,272.5,283,258,273,3284
-34.9281805,138.5999312,Adelaide,Oceania,Australia,325.5,285.3,266.6,219,167.4,138,148.8,186,204,257.3,273,294.5,2765.4
-27.4689682,153.0234991,Brisbane,Oceania,Australia,263.5,223.2,232.5,234,235.6,198,238.7,266.6,270,275.9,270,265.4,2968.4
-35.2975906,149.1012676,Canberra,Oceania,Australia,294.5,254.3,251.1,219,186,156,179.8,217,231,266.6,267,291.4,2813.7
-12.46044,130.8410469,Darwin,Oceania,Australia,176.7,162.4,210.8,261,297.6,297,313.1,319.3,297,291.4,252,213.9,3092.2
-42.8825088,147.3281233,Hobart,Oceania,Australia,248,206.2,198.4,159,130.2,117,136.4,155,177,201.5,207,229.4,2165.1
-37.8142176,144.9631608,Melbourne,Oceania,Australia,266.6,228.8,223.2,186,142.6,120,136.4,164.3,183,223.2,225,263.5,2362.6
-31.9527121,115.8604796,Perth,Oceania,Australia,356.5,314.9,295.5,246,211.7,180.6,188.4,219.8,232.4,299.8,320.4,359.4,3229.5
-33.8548157,151.2164539,Sydney,Oceania,Australia,235.6,202.4,213.9,207,195.3,177,204.6,244.9,237,244.9,228,244.9,2635.5
-18.1415884,178.4421662,Suva,Oceania,Fiji,192.2,178,170.5,153,145.7,141,136.4,142.6,135,164.3,168,195.3,1922
-36.852095,174.7631803,Auckland,Oceania,New Zealand,228.8,194.9,189.2,157.3,139.8,110.3,128.1,142.9,148.6,178.1,188.1,197.2,2003.1
-43.530955,172.6366455,Christchurch,Oceania,New Zealand,224.4,190.5,177.4,155.6,133.3,117.7,124.8,149,166.6,201.3,215.3,214.3,2070.2
-41.2887953,174.7772114,Wellington,Oceania,New Zealand,240.3,205,194.7,153.8,126,102.3,111.4,137.2,163.2,191.1,210.8,222.9,2058.7
-9.4743301,147.1599504,Port Moresby,Oceania,Papua New Guinea,182,158,184,200,211,200,203,222,213,231,243,216,2463
-9.4310769,159.9552552,Honiara,Oceania,Solomon Islands,186,155.4,198.4,192,210.8,198,186,204.6,192,226.3,216,164.3,2330
